title,description,points,price
Alvear NV Amontillado Carlos VII Pedro Ximénez (Montilla-Moriles),"An initial blast of butter and sweaty cheese settles with airing, but ...",90,$32
Sokol Blosser NV Evolution Lucky No. 9 White (America),This nonvintage blend is best identified by its edtion number—this latest being ...,90,$15
Zenith 2015 Auxerrois (Eola-Amity Hills),"Very little Auxerrois is grown in Oregon, and the earliest plantings, the ...",90,$27
Dinastía Vivanco 2007 Colección Vivanco 4 Varietales  (Rioja),"Tight on the nose, with dense aromas of black fruit, leather, dried ...",91,$85
Telmo Rodríguez 2012 MR Mountain Wine Moscatel (Málaga),"Aromas of orange blossom, clover and honey are true to sun-dried Moscatel ...",89,$38
Black Ridge 2012 San Andreas Red (Santa Cruz Mountains),"Elderberry, white pepper, leather, asphalt and black olive show on the nose ...",89,$49
Giovanna Madonia 2015 Neblina Albana (Romagna),"Acacia, ripe yellow stone fruit and honey aromas lead the way in ...",89,$15
Cave du Marmandais 2009 La Vieille Eglise Réserve Red (Côtes du Marmandais),"With 30% of the local Abouriou grape in the blend, this is ...",85,$13
Solminer 2015 Honea Vineyard Muskat (Santa Ynez Valley),"Bright orange blossoms, tangy lime, fresh rain, quince, green tea, jasmine and ...",91,$28
COS 2014 Pithos Rosso Red (Vittoria),"Radiant and earthy, this blend of Frappato and Nero d''Avola boasts enticing ...",95,$30
Messias 2014 Selection Red (Bairrada),"This ripe blend holds 80% Baga, with the rest Merlot. The Merlot ...",85,$9
Casca Wines 2012 Monte Cascas Vinha das Cardosas Red (Bairrada),"This is a mature, single-vineyard wine. Beautifully perfumed, it includes, unusually, a ...",94,$70
Schloss Johannisberger 2014 Rotlack Kabinett Feinherb Riesling (Rheingau),"Fresh grapefruit, lime and lemon collide in this invigorating waterfall of citrus ...",91,$55
Benoît Daridan 2014 Pinot Noir-Gamay (Cheverny),"Dominated by Pinot Noir, this is a tight and stalky wine. It ...",87,$18
Terras de Alter 2014 Terra d'Alter White (Alentejano),"This is an attractive, perfumed wine that is a blend of Síria, ...",87,$10
Greek Wine Cellars 2010 Moscofilero Moschofilero (Mantinia),White flowers and peach start this slightly simple but good white from ...,86,$14
Lafazanis 2010 Electus Moschofilero (Mantinia),"This Moschofilero starts with honeyed peach, spice and lemon aromas, followed by ...",85,$10
Boutari 2010 Moschofilero (Mantinia),Luscious aromas of ripe peach and citrus are followed by balanced waves ...,85,$17
Covey Run 2006 Quail Series Fumé Blanc (Columbia Valley (WA)),"Just a splash of Chenin Blanc has been added to the blend, ...",85,$9
Quinta do Crasto 2014 Crasto White (Douro),"This is fresh, fruity and with an attractive creamy texture. The crisp ...",87,$18
Domaine d'Escausses 2014 L'Ombre Fraîche White (Gaillac),"This comes from a complicated blend of Muscadelle, Loin de l''Oeil and ...",87,$15
Palivou 2012 Single Vineyard Selection Agiorgitiko (Nemea),This is a great example of a variety Americans are still learning ...,87,$25
Paul Anheuser 2013 Kreuznacher Scheurebe (Nahe),Dusty mineral and white blossoms perfume this off-dry Scheurebe. It's ethereally light ...,87,$13
Quercia al Poggio 2008 Le Cataste Red (Toscana),"A 50-50 blend of Ciliegiolo and Sangiovese, this opens with aromas of ...",87,$37
Claudia Papayianni 2013 Claudia Viognier-Assyrtiko White (Chalkidiki),"White peach, tropical fruit and citrus typify this curvy white punctuated by ...",87,$25
Vigna di Pettineo NV Luna Nascente Rosé Extra Dry Frappato (Vino Spumante),This vibrant sparkler opens with aromas of ripe red berry and spice. ...,87,$13
Cantina Santadi 2012 Rocca Rubia  (Carignano del Sulcis),"Smooth and delicious, this delivers layers of crushed black cherry, ripe raspberry, ...",91,$28
Provam 2014 Varanda do Conde White (Vinho Verde),This delicious blend of Alvarinho and Trajadura comes from the northern part ...,91,
Sella & Mosca 2014 Terre Bianche Torbato (Alghero),"Vibrant and elegant, this refreshing, mineral-driven white offers aromas of white spring ...",91,$20
Dominio de Eguren 2010 Protocolo Blanco White (Vino de la Tierra de Castilla),Melon and almond skin aromas lead to pithy citrus on what amounts ...,86,$7
Fattoria Alois 2006 Cunto Pallagrello (Campania),Here's a well-toasted red wine from Southern Italy that sees eight months ...,88,$45
Bodega Norton 2012 Barrel Select Malbec (Mendoza),"Spunky, youthful aromas of wild berry and currant are aggressive but fresh ...",87,$14
The Infinite Monkey Theorem 2012 The Hundreth Monkey Red (Grand Valley),"Plush and mouthfilling, this blend of Petit Sirah, Malbec, Cabernet Franc, Syrah ...",87,$50
Milijan Jelić 2011 Morava (Pocerina),This white wine from Serbia has aromas of caramelized pineapple and elderflower. ...,87,$26
Johanneshof Reinisch 2015 Satzing Rotgipfler (Thermenregion),There is something both earthy and berry fruited on the nose: both ...,92,$40
Gård 2014 Vaucluse Lawrence Vineyards Red (Columbia Valley (WA)),"A blend of Syrah (68%), Grenache (29%) and Viognier, this wine brings ...",92,$35
Babcock 2009 Estate Grown Sauvignon Blanc (Sta. Rita Hills),"Although there''s no oak on this wine, it has a spicy smokiness ...",87,$18
Domaine Buronfosse 2011 Varron Savagnin (Côtes du Jura),"Hazelnut, white pepper and dried apples come together in this oxidative wine ...",90,
Poggio Argentiera 2009 Capatosta  (Morellino di Scansano),"Intense sensations of blue flower, juicy marasca cherry, blackberry and blueberry form ...",90,$32
Rijckaert 2009 Les Grands Elevages Savagnin (Arbois),"A perfumed wine, it is big on spiced apricots and ripe fruitiness. ...",90,
Chalk Hill 2012 Estate Red (Chalk Hill),"This behemoth is all gristle and power, voluptuously combining 44% Cabernet Sauvignon, ...",91,$70
González Byass NV Nectar Dulce Pedro Ximénez (Jerez),Raisin and fig aromas are good but not overly complex or special. ...,91,$26
Velenosi 2012 Villa Angela Pecorino (Falerio),"Floral sensations of acacia flower, jasmine and herbs meld with tropical fruit, ...",88,$15
Gualdo del Re 2010 Amansio Passito Aleatico (Val di Cornia Suvereto),Aromas recall spicy plum and black raspberry. The concentrated but balanced palate ...,89,$55
Casca Wines 2015 Monte Cascas Reserva White (Douro),"Viosinho and Gouveio, two classic Douro white grapes are blended in this ...",88,$17
Clos Venturi 2015 1769 Carcajolu (Vin de France),Made from a grape that probably hails from the Somontano region of ...,88,$21
Danieli 2014 Premium Kisi (Kakheti),"Medium-gold to the eye, this wine has an interesting nose of grapefruit ...",88,$20
Wines & Winemakers 2012 Azul Portugal Red (Bairrada),"This is an attractive wine, dominated by the typical Baga grape from ...",88,$12
Ludwig 2010 Hammerklavier McIntyre Vineyard Pinot Noir-Dornfelder Red (Santa Lucia Highlands),"Tastes rich and forward, with cherry pie, blueberry and sandalwood flavors. The ...",86,$28
Pure Cru 2010 Purety White (Napa Valley),"Blended almost equally with Sauvignon Blanc and Semillon, and aged in French ...",86,$22
Stadlmann 2012 Mandel-Höh Zierfandler (Thermenregion),"Creamy notes of red and yellow apples, just an edge of citrus ...",93,$35
Hidalgo NV Gobernador Oloroso Seco Palomino (Jerez),"Orange peel, aged dry cheese, rancio and sweaty aromas push an edgy ...",88,$24
Librandi 2005 Magno Megonio Magliocco (Val di Neto),Magno Megonio offers beautiful mineral notes behind a curtain of pulsing berry ...,90,$35
Broken Earth 2015 Verdelho (Paso Robles),There is tons of potential for this varietal in the hot eastern ...,90,$24
Murphy-Goode 2015 The Fumé Sauvignon Blanc (North Coast),"Fresh aromas, vivid citrus flavors, elegance and poise make this an attractive ...",90,$14
Johanneshof Reinisch 2012 Spiegel Zierfandler (Thermenregion),"An unlikely but enticing mix of woodsmoke and citrus, of earthiness and ...",91,$40
Elvio Cogno 2014 Anas-cëtta Nascetta (Langhe),"Deeply hued gold, this offers aromas suggesting pressed yellow flower, citrus zest, ...",90,$28
Elena Walch 2010 Castel Ringberg Riserva Lagrein (Alto Adige),"Aromas of dark-skinned berry, cassis, leather and baking spice lift from the ...",90,$45
Griesbauerhof 2013 Georg Mumelter Lagrein (Alto Adige),"This well-balanced, enjoyable red opens with aromas of blackberry, blue flower and ...",90,$22
Quinta Vale do Armo 2013 Vila Jardim Siria (Tejo),"A crisp and strongly lemon-flavored wine, this is light and bright with ...",84,$10
Poças 2016 Coroa d'Ouro Branco White (Douro),This is a ripe yellow fruit and mango-flavored wine. It is all ...,88,$18
Valentina Cubi 2015 Iperico  (Valpolicella),"This is everything a Valpolicella should be: fresh, savory and incredibly easy ...",88,$30
Boas Quintas 2016 Fonte do Ouro Encruzado (Dão),A short wood-aging has given this rich wine a creamy smooth character. ...,88,$19
Murphy-Goode 2013 All In Claret (Alexander Valley),This blends a majority Cabernet Sauvignon with smaller amounts of Merlot and ...,88,$24
Judeka 2014 Frappato (Vittoria),"This straightforward red offers aromas and flavors of white rose, red cherry, ...",88,$18
Château Frank 2009 Blanc de Noirs Methode Champanoise Estate Bottled  (Finger Lakes),Hints of blossom and berry perfume this blanc de noirs sparkler made ...,88,$35
Grotta del Sole 2007  Asprinio di Aversa,This is a unique wine that opens with aromas of caramel and ...,83,
Firriato 2015 Caeles Biologico Catarratto (Sicilia),"This opens with pretty aromas suggesting white spring flower, citrus and white ...",87,
Castellucci Miano 2015 Catarratto (Sicilia),Yellow wild flower and white stone fruit aromas lead the nose while ...,87,$20
Celler Bàrbara Forés 2014 Blanc Garnacha Blanca (Terra Alta),Leesy vanilla aromas give this Garnacha Blanca a cookie-like nose. Plump and ...,87,$18
Château Vartely 2014 D'Or Feteascǎ Regalǎ (Moldova),"This zesty Moldovan Feteasca Regala has aromas of pineapple, lemon zest and ...",87,$11
La Folia Winery 2014 Dolcetto (Sierra Foothills),This tiny maverick winery is doing wonderful things. This well-structured firmly textured ...,90,$30
Masi 2013 Rosso Campofiorin Oro Red (Veronese),"A blend of 80% Corvina, 10% Rondinella and 10% Oseleta, this elegantly ...",90,$23
Aveleda 2016 Quinta da Aveleda White (Vinho Verde),"A blend of the two major grapes of the region, Alvarinho and ...",90,$10
Cantina Santadi 2011 Noras  (Carignano del Sulcis),"This robust red opens with aromas of ripe black-skinned fruit, scorched earth ...",87,$27
Urbina 2016 Rosado (Rioja),"A salmon color and aromas of cantaloupe, peach and grape skins lead ...",87,$14
Villa di Corlo NV Amabile  (Lambrusco Grasparossa di Castelvetro),This red sparkling dessert wine opens with ripe dark berry and candied ...,87,$15
Villa di Corlo NV  Lambrusco Grasparossa di Castelvetro,"Freshly crushed grape and blackberry aromas lead this wine''s nose, along with ...",87,
Les Domaines Auriol 2016 La Villa de Maison Vialade Marselan (Pays d'Oc),"Dense and dark in color, this leads with jammy, superripe scents of ...",87,$12
Millbrook 2016 Lollipop Hill Estate Bottled Tocai Friulano (Hudson River Region),The Lollipop Hill designation seems rounder and fuller on the palate than ...,87,$25
Baron Widmann 2013 Vernatsch Schiava (Alto Adige),"This lightly colored, luminous wine conveys intense aromas of rose and woodland ...",90,$24
Fenestra 2012 Semonnay Chardonnay-Semillon (Livermore Valley),"Fenestra''s proprietary blend of 59% Chardonnay and 41% Sémillon, this is a ...",83,$18
Cave de Cleebourg 2014 Symphonie en P Sparkling (Crémant d'Alsace),Fresh citrus and green apple have a leafy touch and something that ...,91,$25
Henriet-Bazin NV Blanc de Noirs Pinot Meunier Brut Pinot Meunier (Champagne),From a single parcel of Pinot Meunier this wine is crisp and ...,91,$69
Famiglia Cielo 2015 Appassionatamente Rosso Red (Veneto),"A blend of Merlot, Corvina and Sangiovese, this opens with aromas of ...",87,$17
Kitchen Sink NV White (California),Subdued is a good way to describe this light-bodied white made from ...,87,$12
Castle Rock 2014 Cuvée Red (Columbia Valley (WA)),"This wine is a blend of Cabernet Sauvignon, Merlot, Pinot Noir and ...",86,$14
Dona Maria-Júlio Bastos 2015 White (Alentejano),"This is an attractive, soft blend of Arinto, Viosinho and Antão Vaz. ...",86,$18
Adega de Cantanhede NV Marquês de Marialva Rosé Bruto Baga (Beira Atlantico),"The local Baga grape, better known for producing structured red wines, also ...",86,$12
D.G. Viticultors NV Caligo Sweet White Wine White (Spain),"After a waxy opening, the bouquet unveils honey and peach aromas that ...",91,$50
Haarth 2013 Made With Organic Grapes Bonarda (Argentina),Earthy aromas of animal and stewed black fruits set up a hot ...,82,$15
Via Revolucionaria 2015 Pura Bonarda (Mendoza),The intent here seems to be a low-alcohol “pure” expression of Bonarda. ...,81,$15
Mount Pleasant Winery NV Dry Norton (Missouri),"A scent of tar hits the nose first, followed by whiffs of ...",82,$12
Santa Quiteria 2010 Altitud 1.100 Garnacha Tintorera Alicante Bouschet (Almansa),This has a reedy red-berry aroma and a citrus note. Confirmation of ...,83,$10
Peltier 2011 Hybrid Vermentino (Lodi),This weighty Vermentino has splashes of Sauvignon Blanc and Pinot Grigio. It ...,83,$8
Adirondack Winery 2013 Summit Solitude Seyval Blanc (New York),"Fresh, leafy herbs and lemon zest perfume this slightly grapey, somewhat “foxy” ...",85,$13
Haak 2011 Light Madeira Blanc du Bois (Texas),This fortified wine made from Blanc du Bois brings aromas of orange ...,85,$40
Podere Guado al Melo 2010 Guado al Melo White (Toscana),"This blend of Vermentino (70%), Fiano, Incrocio Manzoni, Verdicchio and Petit Manseng ...",88,$18
Cava Aragon 2011 Madera 5 Nebbiolo (San Vicente),"While this is fiery on the nose, you also get attractive, complex ...",88,$27
Gunter Triebaumer 2007 Ruster Ausbruch Welschriesling (Burgenland),"A classically sweet Welschriesling, not too heavy or cloying, but ripe with ...",90,$44
La Purísima 2010 X Alphabet Wines Red (Yecla),"Aromas of black cherry, cassis and alfalfa are ripe and appealing. This ...",91,$25
Casa Donoso 2012 D Red (Maule Valley),"Aromas of mixed black fruits, spice and earth are deep, thorough and ...",91,$60
Hermann J. Wiemer 2012 Lemberger (Seneca Lake),Intense aromas of summer blackberries and cherry preserves waft from the nose ...,91,$32
Tre Monti 2007 Casa Lola  (Albana di Romagna),This is a beautiful and delicate dessert wine with lightly musty notes ...,94,
La Poderina 2008 Vendemmia Tardiva  (Moscadello di Montalcino),"Light in color and bright in intensity, this luminous late-harvest Moscadello boasts ...",94,$55
Stadlmann 2012 Anninger Zierfandler (Thermenregion),"With just a hint of ripe yellow pear on the nose, this ...",89,$15
3 Horse Ranch Vineyards 2011 Reserve Rosé,"Reserve is rarely a word found in front of rosé, but here ...",88,$15
PasoPort 2009 Vinho Tinto Red (Paso Robles),"This dark, dry, tannic wine is rich in blackberries and cherries, with ...",88,$34
Ridolfi 2008  Brunello di Montalcino,"Bright cherry cola, dried ginger, cassis and rum cake open the bouquet ...",88,$45
Bodega Norton 2010 Privada Red (Mendoza),"Once again, this Malbec-Merlot-Cabernet Sauvignon blend from Norton excels. The nose is ...",91,$23
Colomé 2016 Estate Torrontés (Salta),Citrus blossom and leesy vanilla notes open this balanced aromatic white from ...,89,$15
Le Colture NV Fagher Brut  (Valdobbiadene Prosecco Superiore),Granny Smith apple and honeysuckle aromas waft out of the glass. On ...,90,$18
